ID,area,area_1min,area_3sec,lat,lat_1min,lat_3sec,lon,lon_1min,lon_3sec
216,3387,,48.140417,48.141089,,13.995417,13.995787,,3383.0
221,1117,,48.11125,48.110874,,14.89125,14.891028,,1104.0
223,1095,,47.347083,47.346304,,11.862917,11.862502,,1090.0
228,210250,,45.85125,45.854141,,18.857083,18.859776,,213013.0
231,1337,,44.870417,44.870834,,21.485417,21.485225,,1343.0
232,2150,,43.892083,43.892142,,22.292917,22.293443,,2147.0
233,3945,,44.012083,44.011722,,22.35625,22.355994,,3951.0
234,64073,,44.87625,44.877743,,19.085417,19.084006,,68095.0
235,87996,,44.965417,44.965672,,19.60125,19.60019,,91748.0
236,17490,,44.41875,44.41907,,19.147083,19.14799,,17514.0
237,1896,,44.37125,44.371198,,20.199583,20.199508,,1831.0
238,31548,,43.724583,43.724576,,21.37375,21.373063,,31632.0
239,33446,,44.07125,44.070498,,21.19625,21.195798,,33577.0
240,3077,,43.87125,43.87126,,20.11875,20.118569,,3094.0
241,4658,,43.77625,43.775839,,20.627083,20.627096,,4598.0
242,14721,,43.60875,43.608124,,21.295417,21.295077,,14528.0
243,2775,,42.600417,42.600342,,22.012083,22.012318,,2779.0
244,3782,,42.890417,42.890972,,22.062083,22.061887,,3726.0
245,9396,,43.219583,43.219521,,21.837917,21.838303,,9485.0
246,15390,,43.630417,43.63055,,21.48625,21.485787,,15619.0
247,2052,,43.214583,43.20241,,21.83875,21.830671,,9484.0
248,1745,,43.162083,43.159234,,22.58375,22.588755,,2088.0
249,3870,,43.32625,43.326211,,21.902083,21.90196,,3993.0
257,7818,,43.659583,43.659922,,20.56375,20.563451,,7700.0
258,1242,,43.57625,43.576355,,22.259583,22.259299,,1257.0
261,251593,,45.527917,45.53004,,19.077917,19.078749,,253995.0
263,1111,,45.32625,45.326954,,21.030417,21.03038,,948.0
264,37320,,44.584583,44.585387,,21.132083,21.131837,,37147.0
272,24129,,48.602083,48.602278,,16.935417,16.935429,,23996.0
273,131244,,48.172083,48.173299,,16.97625,16.977317,,131005.0
274,1107,,49.08625,49.086364,,19.602917,19.603513,,1100.0
277,5453,,49.17375,49.172511,,18.86375,18.864047,,5424.0
278,11218,,48.159583,48.161217,,17.882083,17.881949,,10435.0
279,2094,,48.524583,48.523948,,18.172083,18.172555,,2078.0
280,4064,,47.979583,47.978552,,18.172917,18.174321,,3105.0
281,151962,,47.750417,47.754313,,18.127917,18.127812,,151082.0
282,1766,,48.73125,48.731088,,19.140417,19.140372,,1758.0
283,3821,,48.407083,48.406726,,18.64625,18.64624,,3859.0
284,2768,,48.087083,48.087161,,19.297917,19.297626,,2747.0
285,1830,,48.287917,48.30507,,20.319583,20.313416,,3175.0
286,1377,,48.287917,48.285404,,20.319583,20.301721,,3175.0
288,1133,,48.909583,48.909548,,20.972083,20.972338,,1123.0
289,1298,,48.732917,48.733426,,21.33625,21.336383,,1297.0
290,1272,,48.927917,48.928054,,21.912083,21.912382,,1268.0
291,1989,,48.605417,48.605475,,22.15625,22.156619,,1990.0
292,2915,,48.500417,48.500766,,22.052083,22.051758,,3425.0
293,1050,,49.032917,49.032598,,21.519583,21.519206,,1056.0
294,11474,,48.395417,48.395088,,21.747917,21.748243,,11931.0
327,1124,,44.495417,44.49455,,21.299583,21.299877,,1276.0
457,2189,,48.297083,48.297,,11.49125,11.4916,,2310.0
458,1257,,48.40375,48.378353,,10.88875,10.881891,,3775.0
460,2251,,49.027917,49.0285,,11.477917,11.4783,,2450.0
461,6649,,48.15875,48.1585,,12.834583,12.8341,,6647.0
462,1357,,49.182083,49.181157,,12.74625,12.746633,,1353.0
463,11350,,48.567917,48.5684,,10.500417,10.5005,,11330.0
464,15092,,48.710417,48.7107,,10.80125,10.8014,,15074.0
465,1397,,48.882917,48.883072,,11.200417,11.200333,,1392.0
466,1230,,48.177083,48.177101,,11.26125,11.261473,,1237.0
467,1569,,48.782917,48.783017,,10.692917,10.692216,,1566.0
469,20001,,48.757917,48.7574,,11.42625,11.426,,20177.0
470,3076,,48.460417,48.4607,,11.865417,11.8652,,3157.0
471,23019,,48.91625,48.9166,,11.86625,11.8643,,26138.0
473,2174,,49.190417,49.1903,,12.495417,12.4951,,2172.0
474,8392,,48.675417,48.675294,,12.692917,12.692566,,8623.0
475,6112,,47.939583,47.9397,,12.932917,12.933,,6104.0
477,4008,,49.23375,49.234,,12.082917,12.084,,3993.0
479,7588,,48.389583,48.3892,,9.987083,9.9867,,7605.0
483,8435,,48.769583,48.771,,12.885417,12.8835,,8819.0
487,1399,,47.935417,47.934545,,12.480417,12.480662,,1449.0
488,2010,,49.53625,49.5356,,12.15375,12.154,,2003.0
489,11980,,48.059583,48.0593,,12.234583,12.2343,,11920.0
574,3324,,49.577083,49.576874,,17.260417,17.26133,,3329.0
575,1593,,49.44875,49.449116,,17.40875,17.408543,,1587.0
576,7030,,49.302083,49.301911,,17.399583,17.39939,,7001.0
577,9145,,48.932917,48.933061,,17.297917,17.298601,,9090.0
578,3531,,48.790417,48.790547,,16.437917,16.437896,,3527.0
579,3940,,49.034583,49.035525,,16.617083,16.616741,,3921.0
580,2682,,49.082917,49.083013,,16.41125,16.411488,,2671.0
581,12280,,48.797917,48.79945,,16.85875,16.858672,,12281.0
582,3112,,43.692083,43.6919,,23.82625,23.8258,,3139.0
583,3662,,42.829583,42.8292,,23.359583,23.3598,,3552.0
584,8366,,43.587917,43.5878,,24.35875,24.3589,,8355.0
585,2236,,43.40625,43.4056,,24.519583,24.5192,,2202.0
586,458,,42.917083,42.9172,,24.709583,24.7097,,464.0
587,2154,,43.455417,43.4555,,25.052917,25.0528,,2170.0
588,958,,42.995417,42.9958,,25.107917,25.1086,,1002.0
589,6860,,43.380417,43.3803,,25.667917,25.6672,,6861.0
590,882,,43.162083,43.133,,25.910417,25.9059,,2385.0
591,1383,,43.552917,43.5529,,25.945417,25.9458,,1393.0
657,1974,,47.762917,47.763,,22.420417,22.4201,,1968.0
660,9011,,46.785417,46.7856,,21.142083,21.1419,,11387.0
663,3712,,47.207917,47.2077,,21.53875,21.5394,,3681.0
664,184893,,47.492917,47.4949,,19.047083,19.0483,,184226.0
665,15283,,47.840417,47.841,,22.692917,22.6924,,15352.0
667,189538,,46.420417,46.4227,,18.897083,18.8957,,187901.0
670,12886,,48.35625,48.3566,,21.692083,21.692,,12509.0
671,19715,,46.945417,46.9449,,20.844583,20.8443,,19842.0
674,1222,,47.66125,47.662,,19.682917,19.6826,,1202.0
675,4515,,48.497083,48.4975,,21.22875,21.2285,,4463.0
676,1123,,48.23625,48.2362,,19.60625,19.606,,1125.0
677,4207,,47.48375,47.4838,,19.994583,19.9938,,4087.0
678,65670,,47.502917,47.4927,,20.517917,20.5165,,65239.0
682,2489,,46.955417,47.0116,,21.659583,21.6081,,2687.0
684,27354,,46.847917,46.8481,,20.272917,20.2725,,26799.0
686,30149,,46.202083,46.2026,,20.455417,20.4556,,29880.0
690,1850,,48.19125,48.191,,19.529583,19.5296,,1830.0
693,3502,,47.27875,47.2784,,21.797083,21.7975,,3542.0
696,5566,,47.247083,47.2467,,16.954583,16.9538,,5537.0
697,5884,,46.882917,46.8826,,18.140417,18.1404,,5746.0
699,3084,,46.970417,46.9573,,16.27625,16.2759,,3088.0
700,73113,,47.16875,47.1695,,20.18875,20.1888,,72673.0
701,9707,,48.10375,48.1034,,22.829583,22.8288,,9195.0
703,62730,,47.89375,47.8934,,21.05875,21.0582,,62304.0
706,29057,,48.127083,48.1268,,22.33875,22.3394,,28341.0
707,32782,,48.41375,48.4131,,22.172917,22.1728,,32572.0
713,3134,,47.377083,47.3779,,21.022083,21.0221,,3316.0
715,17732,,47.760417,47.7251,,17.704583,17.6763,,131581.0
775,1547,,47.862917,47.863,,24.192917,24.1931,,1542.0
777,4347,,47.177917,47.177167,,24.15125,24.151194,,4333.0
778,3702,,46.627917,46.627167,,21.515417,21.515611,,3991.0
779,3586,,46.520417,46.519528,,21.509583,21.509667,,3942.0
780,1691,,47.23125,47.231528,,22.027917,22.028167,,1604.0
781,9935,,46.395417,46.395333,,23.852083,23.852694,,9901.0
782,18055,,46.037917,46.036056,,23.58125,23.581361,,17961.0
784,2367,,46.56625,46.566278,,23.784583,23.784444,,2368.0
785,6254,,46.152083,46.171611,,23.702083,23.730167,,17050.0
786,4493,,45.64625,45.6462,,21.177917,21.1781,,4382.0
787,9334,,44.25875,44.260139,,23.78625,23.78675,,9280.0
788,2110,,44.347917,44.348333,,24.097917,24.098889,,2093.0
789,3295,,43.987083,43.986778,,25.31875,25.318806,,3276.0
790,1864,,44.170417,44.171167,,25.997083,25.996917,,3512.0
791,3710,,44.755417,44.755833,,26.460417,26.460583,,3675.0
792,2341,,47.672917,47.672778,,26.234583,26.234639,,2349.0
793,4087,,46.20875,46.209667,,26.895417,26.89525,,4070.0
794,2543,,45.66875,45.632194,,27.42375,27.386417,,26009.0
795,177,,45.81375,45.8446,,27.45875,27.4403,,6913.0
796,11899,,46.72375,46.723639,,26.944583,26.945444,,11985.0
797,9074,,48.23875,48.238806,,26.827917,26.824,,9279.0
798,570896,,44.807917,44.8087,,21.384583,21.3901,,567950.0
799,7225,,45.992083,45.991889,,25.300417,25.301083,,7152.0
800,1608,,46.277917,46.277722,,22.340417,22.34225,,1656.0
801,719,,45.43875,45.439,,21.434583,21.4342,,694.0
802,2707,,45.682917,45.6837,,21.907083,21.9073,,2785.0
803,3940,,47.085417,47.084639,,26.647917,26.648111,,3947.0
804,2866,,47.142083,47.142472,,25.862083,25.861917,,2846.0
805,807000,,45.237917,45.180222,,28.784583,28.8,,790788.0
807,658400,,43.62625,43.630194,,25.355417,25.357306,,647711.0
808,36030,,45.557917,45.556611,,27.510417,27.509972,,36209.0
809,6265,,44.697083,44.696972,,26.572917,26.571694,,6375.0
811,13733,,45.384583,45.385111,,24.297917,24.297222,,13844.0
817,4734,,47.00625,47.0064,,16.610417,16.6106,,4694.0
818,8985,,46.952917,46.953,,21.082083,21.0822,,6219.0
822,2271,,45.622917,45.652777,,20.757083,20.798278,,4478.0
823,1213,,43.92375,43.924319,,22.172917,22.173151,,1168.0
831,3160,,43.382083,43.381888,,19.637917,19.637294,,3040.0
832,6270,,43.29625,43.296433,,20.61375,20.613816,,6153.0
836,1445,,45.479583,45.479444,,15.367083,15.367278,,1506.0
839,6895,,45.547917,45.548611,,15.857083,15.8575,,11015.0
840,7364,,45.447917,45.4485,,16.07625,16.077194,,11483.0
841,8992,,45.482917,45.483278,,16.152917,16.152694,,13100.0
842,8876,,45.222083,45.222389,,16.54875,16.548722,,9150.0
845,12450,,45.78375,45.7845,,15.952917,15.953306,,12228.0
850,38953,,45.26625,45.266806,,16.907917,16.907472,,33715.0
851,40262,,45.149583,45.15025,,17.25125,17.249944,,44739.0
852,47179,,45.127083,45.128028,,17.54125,17.539556,,50957.0
853,48744,,45.097917,45.098861,,17.737083,17.737833,,52603.0
854,50858,,45.152083,45.152944,,18.004583,18.004778,,54457.0
856,62891,,45.074583,45.073472,,18.68625,18.686667,,66166.0
857,16770,,46.30875,46.309028,,16.81625,16.816639,,16629.0
858,31038,,46.24125,46.242361,,16.93875,16.939111,,30970.0
859,31803,,46.110417,46.110167,,17.15375,17.15275,,31750.0
860,33916,,45.944583,45.944528,,17.462917,17.461778,,33993.0
864,38500,,45.689583,45.688472,,18.419583,18.4185,,38515.0
868,252208,,45.489583,45.491028,,18.997083,18.995028,,254037.0
869,253147,,45.35625,45.355417,,19.00375,19.002056,,254161.0
870,253737,,45.232083,45.230444,,19.377917,19.37825,,256408.0
886,37757,,48.87875,48.8798,,12.747083,12.7472,,37605.0
892,2040,,48.39375,48.3708,,9.989583,9.9874,,8104.0
895,3803,,48.407917,48.4081,,10.88875,10.888,,3775.0
900,5432,,49.117917,49.1183,,11.93625,11.9363,,5417.0
903,2590,,49.222917,49.223,,12.175417,12.1756,,2606.0
904,2814,,48.14625,48.1455,,11.597083,11.5969,,2857.0
906,7915,,48.52875,48.5275,,12.132917,12.1332,,7962.0
1014,6883,,43.469583,43.465178,,20.619583,20.621409,,7341.0
1021,4394,,47.797917,47.798051,,13.05375,13.053879,,4404.0
1308,12060,,46.58625,46.586993,,15.017917,15.018159,,12025.0
1311,1070,,48.06125,48.061111,,24.212083,24.212222,,1056.0
1321,1360,,48.44375,48.443611,,22.717083,22.718056,,1351.0
1322,2870,,48.425417,48.455,,22.212917,22.213611,,32561.0
1324,1280,,48.77125,48.771111,,22.500417,22.501389,,1282.0
1327,6890,,48.31125,48.311111,,25.920417,25.920556,,6852.0
1328,1500,,48.114583,48.116389,,25.010417,25.011944,,1504.0
1696,10891,,46.515417,46.514667,,16.44375,16.443556,,10845.0
1697,13148,,46.419583,46.419556,,16.69375,16.693,,13004.0
1698,1966,,45.634583,45.63482,,15.322917,15.32294,,2061.0
1708,813000,,45.327083,45.327926,,28.83125,28.832233,,795323.0
1734,2008,,44.76625,44.766389,,16.66625,16.666111,,1680.0
1736,3161,,44.340417,44.34,,17.274583,17.273611,,2052.0
1740,950,,44.13875,44.134722,,17.932917,17.9125,,4052.0
1976,955,,47.730417,47.73,,10.317083,10.31,,952.0
2026,1037,,49.290417,49.29,,18.78125,18.78,,951.0
2027,4390,,48.600417,48.6,,21.337917,21.34,,4246.0
2028,1597,,46.730417,46.73,,17.12125,17.11,,1496.0
2029,585869,,43.83875,43.84,,23.239583,23.24,,584380.0
2030,842,,48.162083,48.16,,25.710417,25.71,,662.0
2031,3775,,46.17125,46.170901,,23.920417,23.920442,,3646.0
2032,1750,,45.800417,45.8,,23.02625,23.033333,,1933.0
2034,6003,,47.055417,47.05,,21.932917,21.933333,,2159.0
2036,14000,,43.980417,43.98,,19.55125,19.55,,14842.0
2141,306,,48.399583,48.44,,15.579583,15.56,,95764.0
2209,171720,,47.73625,47.73,,18.329583,18.33,,171047.0
2532,584900,,44.15375,44.16,,22.819583,22.82,,581126.0
2534,669900,,43.85875,43.86,,25.952083,25.95,,665381.0
2535,689700,,44.124583,44.13,,27.26125,27.26,,686677.0
2726,4523,,43.745417,43.685,,23.927917,23.8612,,604787.0
2732,5498,,43.142083,43.141667,,24.720417,24.722222,,919.0
2744,599244,,43.745417,43.75,,23.949583,23.95,,604790.0
2745,639731,,43.707917,43.7,,24.882917,24.883333,,645185.0
2746,676229,,44.067083,44.066667,,26.667083,26.66667,,681465.0
2747,708285,,45.280417,45.283333,,27.989583,27.983333,,713871.0
2748,805700,,45.279583,45.283333,,28.482917,28.483333,,790480.0
2818,5325,,47.86625,47.859835,,18.66125,18.657613,,5149.0
2966,3191,,44.97375,44.97385,,16.70375,16.703856,,2842.0
2969,3405,,45.502083,45.544444,,15.574583,15.533889,,9972.0
2970,745,,45.335417,45.361186,,17.750417,17.752702,,717.0
2971,4821,,46.05625,46.055556,,14.822917,14.823056,,4878.0
2974,457,,46.32125,46.3212,,14.952083,14.9524,,456.0
2975,1034,,44.14625,44.158531,,17.389583,17.39651,,1041.0
2976,737,,44.125417,44.12575,,18.575417,18.57989,,848.0
2977,501,,43.282917,43.303417,,20.062083,20.064127,,531.0
2978,959,,44.664583,44.633056,,19.272083,19.279444,,18373.0
2979,340,,44.267083,44.268889,,19.89375,19.892222,,494.0
2980,995,,44.33875,44.338333,,20.090417,20.085,,1084.0
2981,385,,44.479583,44.480881,,20.024583,20.024614,,308.0
3021,2762,,43.232917,43.233145,,19.719583,19.720081,,2653.0
3022,3684,,43.58125,43.581616,,19.52375,19.523649,,3544.0
3023,155,,43.392917,43.381675,,19.642917,19.636986,,3199.0
3024,313,,44.449583,44.449612,,19.484583,19.49097,,525.0
4192,553,,46.587917,46.57775,,15.02625,15.02594,,12585.0
4194,232,,46.587917,46.56751,,15.027083,15.03725,,12585.0
4198,303,,46.319583,46.31928,,15.670417,15.67041,,300.0
4199,767,,46.367917,46.36835,,15.945417,15.90297,,14530.0
4202,189,,46.397917,46.36367,,15.900417,15.87807,,13618.0
4205,480,,46.392917,46.41413,,16.044583,16.03396,,14632.0
4216,569,,46.162083,46.16203,,14.32625,14.32602,,567.0
4218,307,,46.164583,46.15302,,14.310417,14.29013,,552.0
4224,161,,46.14125,46.14401,,14.604583,14.61682,,379.0
4229,271,,46.022917,45.98862,,15.265417,15.23025,,7244.0
4232,561,,45.920417,45.92091,,15.704583,15.70428,,564.0
4235,467,,45.464583,45.46389,,14.857083,14.85176,,881.0
4236,1136,,45.484583,45.48469,,15.075417,15.07558,,1232.0
4241,155,,46.002917,46.04521,,14.472083,14.44644,,1170.0
4248,1192,,46.22125,46.22807,,15.26625,15.26002,,1600.0
4252,170,,46.242083,46.23922,,15.115417,15.09288,,963.0
4254,203,,46.22125,46.23203,,15.26625,15.28322,,1600.0
4255,156,,46.22125,46.26469,,15.26625,15.2867,,1600.0
4257,950,,45.77875,45.77941,,15.019583,15.0192,,922.0
4258,1874,,45.867917,45.86751,,15.285417,15.28555,,1444.0
5214,4588,,44.764583,44.76468,,17.18875,17.18852,,3415.0
5216,4588,,44.744583,44.74447222,,18.09625,18.095683,,9822.0
5217,156,,44.23875,44.238878,,17.02375,17.024121,,130.0
5218,1665,,44.292083,44.29215278,,17.115417,17.11525,,556.0
5219,778,,44.784583,44.74743529,,17.227917,17.272768,,4235.0
5220,8507,,45.05375,45.05355904,,16.38375,16.384199,,8484.0
