FID	No	Source	Id	river	station	country	x	y	area	altitude	d_start	d_end	orig_lat	orig_lon	areaold	area_1	lat	lon	newlat	newlon	newarea	lat_1min	lon_1min	area_1min	differentfromEFAS
0	1	DE	10062000	Danube	Schwabelweis	DE	0	0	35399	324.49	1991	2021	49.023585	12.13873	35440	0	49.025	12.14167	49.0229	12.1387	35338	49.025	12.1417	35440	0
1	2	DE	10088003	Danube	Hofkirchen	DE	0	0	47496	299.6	1990	2021	48.676627	13.115212	47586	0	48.675	13.10833	48.6763	13.1137	47488	48.675	13.1083	47586	0
2	95	SI	1060	Mur	Gornja_Radgona	SI	0	0	10197	202.34	1991	2021	46.6811	15.9956	10338	0	46.675	15.99167	46.6821	15.9954	10220	46.6917	15.975	10302	1
3	96	SI	2110	Draoe	Ptuj	SI	0	0	13664	214.62	2008	2021	46.4169	15.8675	13677	0	46.40833	15.875	46.4171	15.8679	13595	46.425	15.8583	13653	1
4	98	SI	3420	Saoe	Radooejica	SI	0	0	908	408.09	1991	2021	46.34	14.1654	891	0	46.34167	14.15833	46.3396	14.1662	900	46.3417	14.1583	891	0
5	99	SI	3530	Saoe	Medno	SI	0	0	2201	300.27	1991	2021	46.1225	14.4405	2182	0	46.125	14.44167	46.1229	14.4404	2162	46.125	14.4417	2182	0
6	101	SI	3725	Saoe	Hrastnik	SI	0	0	5177	193.85	1993	2021	46.122	15.0906	4531	0	46.125	15.075	46.1221	15.0904	5233	46.125	15.075	4531	0
7	102	SI	3900	Saoe	Jesenice_na_Dolenjskem	SI	0	0	10882	129.43	1991	2021	45.8605	15.6925	9910	0	45.85833	15.69167	45.8604	15.6929	10629	45.8583	15.6917	9910	0
8	103	SI	5078	Ljubljanica	Moste	SI	0	0	1762	281.29	1991	2021	46.0554	14.5444	1118	0	46.05833	14.54167	46.0554	14.5446	1826	46.0583	14.5417	1118	0
9	107	SI	7160	Krka	Podbofcje	SI	0	0	2238	146.32	1991	2021	45.8644	15.4555	1839	0	45.875	15.45833	45.8646	15.4562	1790	45.8583	15.4417	1757	1
10	155	AT	4001092	Ager	Fischerau_Ager	AT	0	0	1256	348	1990	2021	48.085815	13.838047	1235	0	48.09167	13.84167	48.0854	13.8379	1251	48.0917	13.8417	1235	0
11	156	AT	10001019	Danube	Achleiten_Donau	AT	0	0	76653	288.04	1991	2021	48.582691	13.503336	76652	0	48.59167	13.50833	48.5838	13.5029	76415	48.575	13.4917	76622	1
12	158	AT	10001016	Danube	Kienstock	AT	0	0	95970	194	1991	2021	48.382792	15.46122	95950	0	48.375	15.45833	48.3837	15.4612	95701	48.375	15.4583	95950	0
13	159	AT	10001035	Danube	Korneuburg	AT	0	0	101537	159.87	1996	2021	48.329485	16.332121	101531	0	48.325	16.325	48.3296	16.3304	101274	48.325	16.325	101531	0
14	160	AT	10001023	Danube	Linz	AT	0	0	79490	247.74	1990	2000	48.30692	14.284912	79484	0	48.30833	14.29167	48.3079	14.2846	79253	48.3083	14.2917	79484	0
15	161	AT	10001036	Danube	Wildungsmauer	AT	0	0	103993	139.48	1996	2021	48.114803	16.804302	104029	0	48.125	16.80833	48.1171	16.8046	103665	48.125	16.775	103877	1
16	163	AT	2001077	Draoe	Amlach	AT	0	0	4790	522.79	2008	2021	46.77402	13.52317	4795	0	46.775	13.525	46.7737	13.5229	4774	46.775	13.525	4795	0
17	164	AT	2001073	Draoe	Laoemuend_Ort	AT	0	0	11052	338	2008	2021	46.64062	14.942619	11063	0	46.65833	14.925	46.6396	14.9429	11008	46.6583	14.925	11063	0
18	166	AT	2001001	Draoe	Oberdrauburg-OWF	AT	0	0	2112	616.08	1990	2021	46.747615	12.97297	2113	0	46.74167	12.975	46.7479	12.9729	2105	46.7417	12.975	2113	0
19	168	AT	6001033	Enns	Admont__Enns	AT	0	0	2638	616.8	1991	2021	47.581186	14.461733	2651	0	47.575	14.45833	47.5812	14.4621	2626	47.575	14.4583	2651	0
20	169	AT	4001134	Enns	Steyr__Ortskai	AT	0	0	5915	283.97	1991	2021	48.043318	14.424931	5943	0	48.04167	14.425	48.0429	14.4246	5924	48.0417	14.425	5943	0
21	170	AT	6001025	Enns	Trautenfels	AT	0	0	1490	639.96	2010	2021	47.514579	14.08546	1520	0	47.50833	14.075	47.5138	14.0854	1513	47.5083	14.075	1520	0
22	173	AT	2001041	Gail	Federaun	AT	0	0	1305	498.54	1990	2021	46.569332	13.814816	1337	0	46.575	13.80833	46.5696	13.8146	1300	46.575	13.8083	1336	0
23	175	AT	2001062	Gurk	Gumisch	AT	0	0	2555	394.34	1990	2021	46.606288	14.478061	2326	0	46.60833	14.475	46.6063	14.4779	2317	46.6083	14.475	2325	0
24	176	AT	2001071	Gurk	Launsdorf	AT	0	0	1243	510	1990	2021	46.760439	14.476932	1004	0	46.75833	14.475	46.7604	14.4771	1013	46.7583	14.475	1004	0
25	179	AT	7001049	Inn	Innsbruck	AT	0	0	5772	568.46	1991	2021	47.275613	11.396506	5795	0	47.275	11.39167	47.2746	11.3963	5781	47.275	11.3917	5795	0
26	180	AT	7001062	Inn	Jenbach-Rotholz	AT	0	0	7231	521.67	1990	2021	47.388857	11.789238	7233	0	47.39167	11.79167	47.3888	11.7896	7206	47.3917	11.7917	7233	0
27	181	AT	7001015	Inn	Kajetansbruecke	AT	0	0	2162	967.16	1990	2021	46.951979	10.511638	2163	0	46.95833	10.50833	46.9521	10.5121	2148	46.9583	10.5083	2163	0
28	182	AT	7001081	Inn	Kirchbichl-Bichlwang	AT	0	0	9310	484	1990	2021	47.522774	12.093312	9305	0	47.525	12.09167	47.5229	12.0929	9281	47.525	12.0917	9305	0
29	183	AT	7001043	Inn	Magerbach	AT	0	0	5119	652.98	1990	2021	47.258747	10.874705	5091	0	47.25833	10.875	47.2587	10.8746	5087	47.2583	10.875	5091	0
30	184	AT	7001027	Inn	Perjen	AT	0	0	3503	768.73	2008	2021	47.146797	10.571568	3487	0	47.14167	10.575	47.1471	10.5721	3484	47.1417	10.575	3487	0
31	185	AT	7001017	Inn	Prutz	AT	0	0	2462	861.36	1990	2021	47.076753	10.660908	2452	0	47.075	10.65833	47.0771	10.6612	2449	47.075	10.6583	2451	0
32	187	AT	7001140	Isel	Lienz	AT	0	0	1199	669.29	1990	2021	46.831632	12.766335	1198	0	46.84167	12.75833	46.8312	12.7662	1196	46.8417	12.7583	1198	0
33	188	AT	3001039	Kamp	Stiefern	AT	0	0	1493	217	1990	2021	48.534688	15.690083	1493	0	48.54167	15.69167	48.5346	15.6904	1489	48.5417	15.6917	1493	0
34	189	AT	7001007	Lech	Lechaschau	AT	0	0	1012	836.09	1991	2021	47.497015	10.709677	1021	0	47.49167	10.70833	47.4971	10.7104	999	47.4917	10.7083	1021	0
35	190	AT	3001121	Leitha	Deutsch_Brodersdorf	AT	0	0	1620	193.04	1990	2010	47.937903	16.477205	1620	0	47.94167	16.475	47.9379	16.4771	1562	47.9417	16.475	1619	0
36	191	AT	3001122	Leitha	Deutsch_Haslau	AT	0	0	1982	139.19	1990	2021	48.04761	16.943102	1998	0	48.04167	16.94167	48.0471	16.9429	1943	48.0417	16.9417	1997	0
37	192	AT	2001020	Lieser	Spittal__Fasan	AT	0	0	1036	556.19	1990	2021	46.807338	13.494837	1044	0	46.80833	13.49167	46.8071	13.4962	1031	46.8083	13.4917	1044	0
38	195	AT	2001007	Moll	Kolbnitz	AT	0	0	1044	607	1990	2021	46.875108	13.302641	1053	0	46.875	13.30833	46.8746	13.3029	1044	46.875	13.3083	1053	0
39	197	AT	6001079	Mur	Bruck	AT	0	0	6214	468.14	1990	2021	47.409966	15.28143	6215	0	47.40833	15.275	47.4104	15.2812	6192	47.4083	15.275	6215	0
40	198	AT	6001059	Mur	Gestuethof	AT	0	0	1700	776.3	1990	2021	47.110664	14.209475	1718	0	47.10833	14.20833	47.1112	14.2096	1696	47.1083	14.2083	1718	0
41	200	AT	6001132	Mur	Mellach	AT	0	0	7296	290.8	2010	2021	46.902063	15.492877	7322	0	46.90833	15.49167	46.9021	15.4937	7280	46.9083	15.4917	7322	0
42	201	AT	6001099	Mur	Mureck	AT	0	0	9770	224.23	1990	2021	46.711443	15.792175	9777	0	46.70833	15.79167	46.7112	15.7929	9747	46.7083	15.7917	9777	0
43	202	AT	6001060	Mur	StGeorgen	AT	0	0	2368	700.15	1990	2021	47.211775	14.499123	2357	0	47.20833	14.49167	47.2121	14.4987	2341	47.2083	14.4917	2357	0
44	203	AT	6001063	Mur	Zeltweg	AT	0	0	2958	646.34	1990	2021	47.185059	14.752621	2995	0	47.19167	14.75833	47.1854	14.7529	2953	47.1917	14.7583	2995	0
45	207	AT	5001052	Saalach	Siezenheim	AT	0	0	1139	415.77	1990	2021	47.811555	12.974216	1133	0	47.80833	12.975	47.8121	12.9746	1137	47.8083	12.975	1133	0
46	208	AT	5001028	Saalach	Golling	AT	0	0	3556	463.19	1990	2021	47.595786	13.16345	3541	0	47.59167	13.15833	47.5954	13.1638	3541	47.5917	13.1583	3541	0
47	211	AT	5001085	Saalach	Wallnerau	AT	0	0	2143	597.9	2008	2021	47.310132	13.12021	2157	0	47.30833	13.125	47.3096	13.1204	2135	47.3083	13.1083	2145	1
48	212	AT	5001098	Saalach	Werfen	AT	0	0	2953	512.13	1995	2021	47.479884	13.191103	2963	0	47.475	13.19167	47.4804	13.1913	2951	47.475	13.1917	2962	0
49	213	AT	6001095	Sulm	Leibnitz	AT	0	0	1103	262.98	1990	2021	46.771039	15.534549	1113	0	46.775	15.54167	46.7721	15.5346	1104	46.775	15.5417	1113	0
50	214	AT	3001089	Thaya	Raabs_an_der_Thaya	AT	0	0	1406	395.44	1990	2021	48.844976	15.499183	1423	0	48.84167	15.49167	48.8446	15.4996	1399	48.8417	15.4917	1423	0
51	216	AT	4001181	Traun	Wels-Lichtenegg	AT	0	0	3387	309	2009	2021	48.141089	13.995787	3480	0	48.14167	13.99167	48.1404	13.9954	3383	48.125	13.975	3404	1
52	221	AT	3001008	Ybbs	Greimpersdorf	AT	0	0	1117	261.73	1990	2021	48.110874	14.891028	1124	0	48.10833	14.89167	48.1112	14.8912	1104	48.1083	14.8917	1124	0
53	223	AT	7001071	Ziller	Hart_im_Zillertal	AT	0	0	1095	530.95	1990	2021	47.346304	11.862502	1094	0	47.34167	11.85833	47.3471	11.8629	1090	47.3417	11.8583	1094	0
54	228	RS	42010	Danube	Bezdan	RS	0	0	210250	80.64	1991	2021	45.854141	18.859776	209319	0	45.875	18.825	45.8537	18.8562	209737	45.8583	18.8417	210491	1
55	231	RS	42660	Nera	Kusic	RS	0	0	1337	91	2008	2021	44.870834	21.485225	1350	0	44.875	21.49167	44.8713	21.4862	1343	44.875	21.4917	1350	0
56	232	RS	42929	Beli_Timok	Zajecar	RS	0	0	2150	124.41	2008	2021	43.892142	22.293443	2129	0	43.89167	22.29167	43.8921	22.2929	2147	43.8917	22.2917	2129	0
57	233	RS	42901	oeliki_Timok	Cokonjar	RS	0	0	3945	97.05	2006	2021	44.011722	22.355994	3962	0	44.00833	22.35833	44.0121	22.3562	3951	44.0083	22.3583	3962	0
58	234	RS	45084	Saoe	Jamena	RS	0	0	64073	72.44	2006	2021	44.877743	19.084006	61445	0	44.875	19.09167	44.8762	19.0854	68096	44.875	19.075	61308	1
59	235	RS	45090	Saoe	Sremaska_Mitrooeca	RS	0	0	87996	72.22	1991	2021	44.965672	19.60019	84873	0	44.975	19.59167	44.9654	19.6013	91749	44.975	19.5917	84873	0
60	236	RS	45882	Drina	Radalj	RS	0	0	17490	129.47	1991	2021	44.41907	19.14799	17740	0	44.425	19.14167	44.4188	19.1471	17515	44.4083	19.1417	17595	1
61	237	RS	45910	Kolubara	Beli_Brod	RS	0	0	1896	99.32	2008	2021	44.371198	20.199508	1830	0	44.375	20.19167	44.3713	20.1996	1831	44.375	20.1917	1830	0
62	238	RS	47010	oelika_Moraoe	oeroerin	RS	0	0	31548	126.13	2008	2021	43.724576	21.373063	31505	0	43.70833	21.39167	43.7246	21.3738	31633	43.725	21.375	31711	1
63	239	RS	47040	oelika_Moraoe	Bagrdan	RS	0	0	33446	100.94	2008	2021	44.070498	21.195798	33658	0	44.05833	21.20833	44.0712	21.1962	33577	44.0583	21.2083	33658	0
64	240	RS	47101	Zapadna_Moraoe	Kratooeka_stena	RS	0	0	3077	290.44	2008	2021	43.87126	20.118569	3090	0	43.875	20.125	43.8713	20.1187	3095	43.875	20.125	3090	0
65	241	RS	47120	Zapadna_Moraoe	Milocaj	RS	0	0	4658	194.27	2008	2021	43.775839	20.627096	4609	0	43.775	20.625	43.7762	20.6271	4599	43.775	20.625	4609	0
66	242	RS	47195	Zapadna_Moraoe	Jasika	RS	0	0	14721	138.56	1991	2021	43.608124	21.295077	14554	0	43.60833	21.29167	43.6088	21.2954	14529	43.6083	21.275	14524	1
67	243	RS	47528	Juzna_Moraoe	oeanjski_Priboj	RS	0	0	2775	349.98	2008	2021	42.600342	22.012318	2806	0	42.60833	22.00833	42.6004	22.0121	2780	42.6083	22.0083	2806	0
68	244	RS	47540	Juzna_Moraoe	Grdelica	RS	0	0	3782	251.63	1991	2021	42.890972	22.061887	3744	0	42.89167	22.05833	42.8904	22.0621	3727	42.8917	22.0583	3744	0
69	245	RS	47550	Juzna_Moraoe	Koroengrad	RS	0	0	9396	188.09	2008	2021	43.219521	21.838303	9516	0	43.225	21.84167	43.2196	21.8379	9486	43.225	21.8417	9516	0
70	246	RS	47590	Juzna_Moraoe	Mojsinje	RS	0	0	15390	136.28	1991	2021	43.63055	21.485787	15657	0	43.625	21.49167	43.6296	21.4854	15620	43.625	21.4917	15657	0
71	247	RS	47890	Toplica	Doljeoec	RS	0	0	2052	190.41	2008	2021	43.20241	21.830671	2206	0	43.20833	21.825	43.2021	21.8304	2061	43.1917	21.825	2055	1
72	248	RS	47920	Nisaoe	Pirot	RS	0	0	1745	364.27	2008	2021	43.159234	22.588755	1794	0	43.14167	22.60833	43.1587	22.5887	1815	43.1417	22.6083	1794	0
73	249	RS	47990	Nisaoe	Nis	RS	0	0	3870	187.88	1991	2021	43.326211	21.90196	4018	0	43.325	21.90833	43.3263	21.9021	3994	43.325	21.9417	3977	1
74	257	RS	47295	Ibar	Lopatnica_lakat	RS	0	0	7818	224.68	1991	2021	43.659922	20.563451	7716	0	43.65833	20.55833	43.6596	20.5637	7700	43.6583	20.5583	7716	0
75	258	RS	42921	Beli_Timok	Knjazeoec	RS	0	0	1242	211.63	2008	2021	43.576355	22.259299	1237	0	43.575	22.25833	43.5763	22.2596	1257	43.575	22.2583	1236	0
76	261	RS	42020	Danube	Bogojeoe	RS	0	0	251593	77.46	1991	2021	45.53004	19.078749	252207	0	45.525	19.075	45.5279	19.0779	253996	45.525	19.075	252207	0
77	263	RS	42480	Brzaoe	Markooeceoe	RS	0	0	1111	76.9	2008	2021	45.326954	21.03038	1217	0	45.325	21.025	45.3263	21.0304	949	45.325	21.0417	953	1
78	264	RS	47090	oelika_Moraoe	Ljubiceoeki_most	RS	0	0	37320	73.42	1991	2021	44.585387	21.131837	37277	0	44.59167	21.125	44.5846	21.1321	37147	44.5917	21.125	37277	0
79	272	SK	5040	Moraoe	Moraoekoe	SK	0	0	24129	146.24	1991	2021	48.602278	16.935429	24137	0	48.60833	16.94167	48.6021	16.9354	23997	48.6083	16.9417	24136	0
80	273	SK	5127	Danube	Deoecn	SK	0	0	131244	132.87	2002	2021	48.173299	16.977317	131325	0	48.175	16.975	48.1721	16.9763	131005	48.175	16.975	131325	0
